CustomerID,Recency,Frequency,Monetary,AvgBasket,TotalItems,LogMonetary,LogAvgBasket,LogTotalItems,Churned
12407,50,5,1708.1200000000001,22.183376623376624,1416,7.4437338971514055,3.1434354969911857,7.256297239690681,0
12408,33,5,2888.55,27.51,1409,7.968856059639959,3.3502549029245805,7.251344983372214,0
12409,79,3,11072.67,101.58412844036697,5551,9.312325497408466,4.630683227206711,8.62191350218664,0
12410,309,2,693.3299999999999,26.666538461538458,211,6.542947351813216,3.3202236851974547,5.356586274672012,1
12412,75,3,1226.88,20.112786885245903,829,7.1130443840624835,3.0498788704487443,6.721425700790643,0
12413,67,3,758.1,19.95,286,6.632133521022722,3.0421386463681466,5.659482215759621,0
12414,217,3,562.41,31.244999999999997,300,6.334007604663525,3.4733629924623406,5.707110264748875,1
12415,24,21,124914.53,174.95032212885152,77374,11.735393027855736,5.1702016945635965,11.256419009986898,0
12417,3,9,3649.1,19.005729166666665,1552,8.202509843461513,2.9960186908659696,7.347943823148687,0
12418,113,1,668.58,19.664117647058823,407,6.506650650150935,3.0283987491115765,6.0112671744041615,1
12420,64,1,600.39,20.70310344827586,345,6.3992436425478765,3.0774552663701726,5.846438775057725,0
12421,16,4,807.04,17.93422222222222,484,6.694611562246261,2.940970984313764,6.184148890937483,0
12422,96,3,803.5600000000001,20.604102564102565,370,6.690295544136225,3.0728832301782982,5.916202062607435,1
12423,1,8,1859.31,14.87448,1339,7.528498419486568,2.764712788336757,7.200424892944957,0
12424,163,2,1760.96,58.69866666666667,740,7.474182104762846,4.0893096862574705,6.608000625296087,1
12425,78,1,777.2,21.58888888888889,496,6.6569835605504535,3.1174581432980815,6.208590026096629,0
12426,195,1,582.73,19.424333333333333,258,6.369438547154207,3.016727000474497,5.556828061699537,1
12427,22,3,825.8,26.638709677419353,533,6.717562827807613,3.3192173146483928,6.280395838960195,0
12428,26,9,7956.46,27.062789115646257,3536,8.981865132439246,3.334444468011407,8.17103418920548,0
12429,9,4,3750.4,38.66391752577319,1557,8.22988438262624,3.680441895968698,7.351158226430694,0
12430,43,1,256.4,23.30909090909091,117,5.5506312951620265,3.190850391869472,4.770684624465665,0
12431,36,15,6419.95,27.43568376068376,2896,8.767321360814657,3.347644826915362,7.9714309977693505,0
12432,43,5,5059.32,46.845555555555556,1801,8.529185001388596,3.8679782307335806,7.496652438168283,0
12433,1,7,13375.87,31.847309523809525,11071,9.50128237507538,3.491869839713755,9.31217467785745,0
12434,85,2,806.14,16.122799999999998,394,6.6934971352559,2.8404109087423928,5.978885764901122,0
12435,80,2,7829.89,217.49694444444447,2055,8.965831447914955,5.386772030201913,7.628517626575055,0
12436,100,1,509.01,31.813125,211,6.234430333369278,3.4908285877894865,5.356586274672012,1
12437,2,18,4951.41,24.88145728643216,2922,8.507629605767502,3.2535267774149355,7.980365765111246,0
12438,14,2,2906.85,29.66173469387755,1180,7.9751692554798295,3.4230154502475263,7.074116816197362,0
12441,367,1,173.55,15.77727272727273,121,5.162211233551045,2.8200251566776373,4.804021044733257,1
12442,3,1,172.06,14.338333333333333,182,5.153638355178593,2.7303551416227103,5.209486152841421,0
12444,21,5,5005.46,28.440113636363638,1153,8.518484357502437,3.382358153784056,7.050989447068045,0
12445,22,1,133.4,33.35,62,4.900820428089049,3.536602018668358,4.143134726391533,0
12446,58,1,1002.3100000000001,17.584385964912283,351,6.9110598129904375,2.922321763919698,5.863631175598097,0
12447,243,1,476.49,18.326538461538462,190,6.168543217293113,2.961479201216219,5.25227342804663,1
12448,44,1,449.45,20.429545454545455,243,6.110247083097449,3.0647705985533706,5.497168225293202,0
12449,22,4,4067.29,21.294712041884818,1553,8.310978042729836,3.104349522180144,7.348587530927593,0
12450,156,2,197.88,24.735,128,5.292701627762401,3.2478519331047178,4.859812404361672,1
12451,11,5,9035.52,25.524067796610172,6575,9.109029423519523,3.2780525395510915,8.791181936736017,0
12452,17,2,430.57,19.571363636363635,185,6.067429722163682,3.0238999939500486,5.225746673713202,0
12453,134,1,707.09,16.443953488372095,473,6.562571204258897,2.85899308363737,6.161207321695077,1
12454,56,1,3528.34,235.22266666666667,1006,8.168866163607964,5.464774863031448,6.914730892718563,0
12455,73,6,2466.86,27.409555555555556,2089,7.81110665732229,3.3467255517998904,7.644919344958857,0
12456,44,3,3181.04,25.44832,1633,8.065277779528966,3.2751926402190246,7.3987862754199485,0
12457,66,7,2363.23,38.11661290322581,843,7.768207666517555,3.66654725918978,6.738152494595957,0
12458,71,2,947.4,24.931578947368422,506,6.854776354191251,3.255461490383477,6.2285110035911835,0
12461,94,2,826.88,23.62514285714286,287,6.718868216346018,3.203767988346619,5.662960480135946,1
12462,19,2,1189.59,19.186935483870965,536,7.082204261557526,3.0050356369446267,6.285998094508865,0
12463,53,4,1344.78,16.202168674698793,776,7.204729049594601,2.8450354616095708,6.655440350367647,0
12464,10,8,1212.05,41.79482758620689,112,7.100893128209941,3.7564172444951476,4.727387818712341,0
12465,17,2,742.1899999999999,15.79127659574468,479,6.610951732080795,2.8208595012988225,6.173786103901937,0
12468,188,2,729.5400000000001,19.19842105263158,366,6.593783986707386,3.0056044356407527,5.905361848054571,1
12471,2,30,19788.65,43.11252723311547,8200,9.89291435274037,3.7867438063571734,9.012011377036412,0
12472,32,7,6572.11,19.386755162241887,4148,8.790742363252102,3.014885433238884,8.330622620332868,0
12473,29,5,3928.0499999999997,23.52125748502994,2414,8.276152945361936,3.199540393808083,7.789454566086673,0
12474,17,18,7324.09,17.355663507109004,4833,8.899060720499207,2.909938164871264,8.483429561263428,0
12475,54,1,723.38,20.093888888888888,535,6.585316116572351,3.0489833724132662,6.284134161070802,0
12476,16,11,6816.42,29.255021459227468,2408,8.82723638014411,3.4096621693527465,7.786967002614872,0
12477,23,6,13219.74,44.065799999999996,3653,9.489542087633343,3.8081236439866095,8.203577736937952,0
12478,4,1,680.99,18.91638888888889,236,6.525014994979364,2.991542955044855,5.4680601411351315,0
12479,11,1,527.2,17.006451612903227,385,6.269474999863032,2.8907301166170756,5.955837369464831,0
12480,28,4,3281.63,21.309285714285714,1707,8.096400209353131,3.1050029915395125,7.443078374348516,0
12481,23,10,5579.82,25.8325,3294,8.62709099798378,3.2896138393735423,8.100161446936607,0
12483,17,8,2484.98,33.133066666666664,1110,7.818422226986002,3.53026661140678,7.01301578963963,0
12484,33,6,4527.32,13.199183673469387,2187,8.418106288764006,2.653184475170883,7.690743163541872,0
12488,10,3,1298.66,23.612000000000002,529,7.169857970780942,3.2032341288782438,6.272877006546167,0
12489,336,1,334.93,22.328666666666667,105,5.816902804925467,3.1496829333785823,4.663439094112067,1
12490,5,10,5417.93,22.114,3064,8.597653657970227,3.1404384945532495,8.027802848370312,0
12491,39,1,460.40000000000003,17.70769230769231,260,6.134265345739653,2.9289347926304754,5.564520407322694,0
12492,63,2,263.21000000000004,13.160500000000003,192,5.5767442414854775,2.650456398376628,5.262690188904886,0
12493,166,2,433.74,19.715454545454545,207,6.0747481512447195,3.030880018105644,5.337538079701318,1
12494,16,7,1246.1000000000001,16.183116883116885,707,7.128576134926702,2.8439273251946817,6.56244409369372,0
12497,82,1,1043.1,74.50714285714285,1236,6.950910549296065,4.3242272591593585,7.1204443723924875,0
12498,21,3,403.70000000000005,17.55217391304348,159,6.00314605188182,2.9205869742648045,5.075173815233827,0
12500,23,11,4257.82,69.80032786885245,2678,8.356747405587967,4.259863631604946,7.893198869544609,0
12501,337,1,2169.39,14.559664429530201,1783,7.682662153888476,2.7446819522921255,7.486613313139955,1
12502,96,5,3723.87,25.332448979591835,820,8.222787230875806,3.270801980181514,6.710523109452428,1
12504,18,2,482.04999999999995,53.5611111111111,90,6.180120167963518,3.9993213782675636,4.51085950651685,0
12506,233,1,73.5,3.1956521739130435,23,4.310799125385514,1.4340487924157905,3.1780538303479458,1
12507,134,3,1304.81,62.13380952380952,894,7.174578816863813,4.145256434671202,6.796823718274855,1
12508,26,2,397.88,5.851176470588236,271,5.988660619775247,1.9244203850583446,5.605802066295998,0
12509,284,1,176.5,25.214285714285715,55,5.178970608915471,3.266304518439312,4.02535169073515,1
12510,143,2,982.5699999999999,29.774848484848484,353,6.8911888096735625,3.4266977487390955,5.869296913133774,1
12512,66,2,132.18,4.263870967741935,96,4.891701596682476,1.6608666815155078,4.574710978503383,0
12513,113,1,612.29,17.494,462,6.418837907265026,2.917446355155447,6.137727054086234,1
12514,267,1,1017.68,19.954509803921567,440,6.926262950537876,3.0423538883055934,6.089044875446846,1
12515,353,1,383.7,23.98125,131,5.95246380975825,3.2181255434774965,4.882801922586371,1
12516,78,2,1312.06,50.46384615384615,875,7.180115570136106,3.9408795447105995,6.775366090936392,0
12517,28,5,2481.6,8.894623655913978,1361,7.817061677081847,2.2919915445681123,7.216709486709457,0
12518,1,5,2056.89,16.58782258064516,1318,7.629436465014086,2.867206763744666,7.1846291527173145,0
12519,64,1,330.84,19.461176470588235,175,5.804652925041163,3.0185292598766287,5.170483995038151,0
12520,79,5,2634.26,17.330657894736845,1439,7.876737127834484,2.9085749529007487,7.272398392570047,0
12521,143,1,599.68,15.781052631578946,309,6.39806234681208,2.820250430393282,5.736572297479192,1
12522,39,2,192.72,16.06,194,5.266413817535028,2.836736542063533,5.272999558563747,0
12523,19,11,1789.77,16.884622641509434,865,7.490400973937009,2.88394127332761,6.763884908562435,0
12524,9,8,4485.72,31.150833333333335,3699,8.408877201532766,3.470438370513596,8.216088098632316,0
12526,1,3,1316.66,18.54450704225352,632,7.183612715167257,2.9726942772462897,6.450470422144176,0
12527,82,3,348.71000000000004,19.37277777777778,234,5.857104239599851,3.0141995870574485,5.459585514144159,0
12528,9,6,1933.48,21.01608695652174,756,7.567593835498341,3.0917734114397963,6.6293632534374485,0
12530,60,4,1662.28,25.186060606060607,913,7.416546835435133,3.26522723124803,6.81783057145415,0
12531,15,1,125.22,7.365882352941177,45,4.838026416156094,2.1241618103991557,3.828641396489095,0
12532,30,1,349.83000000000004,21.864375000000003,153,5.860301775655642,3.1295800223826125,5.0369526024136295,0
12534,131,1,1089.18,17.28857142857143,651,6.9940980992041535,2.9062763526585442,6.480044561926653,1
12535,92,2,716.35,21.069117647058825,219,6.575563866544399,3.0941792397258374,5.393627546352362,1
12536,43,3,12601.830000000002,48.282873563218395,2803,9.441676670894656,3.897576628467179,7.938802248154481,0
12538,29,1,363.95,17.33095238095238,191,5.899760357897641,2.9085910180006356,5.2574953720277815,0
12539,22,4,5568.35,20.396886446886448,2067,8.625033629522884,3.0632454183065057,7.63433723562832,0
12540,20,17,13400.24,28.03397489539749,6685,9.503102518971122,3.3684666923766557,8.807771066980044,0
12541,30,3,981.18,18.868846153846153,680,6.889774590946187,2.9891529851164718,6.523562306149512,0
12544,36,1,372.7,19.61578947368421,136,5.923453336491439,3.026057261505345,4.919980925828125,0
12545,75,2,1000.39,20.0078,523,6.9091443138264115,3.044893797332336,6.261491684321042,0
12546,47,2,1161.5,16.833333333333332,633,7.058328137461511,2.8810693652338513,6.452048954437226,0
12547,198,2,207.79999999999998,25.974999999999998,134,5.341376856008484,3.2949105111441983,4.90527477843843,1
12548,166,1,95.19999999999999,19.04,49,4.566429357671661,2.997730276216664,3.912023005428146,1
12550,79,1,964.83,16.92684210526316,569,6.872987835288763,2.8862991485841767,6.345636360828596,0
12551,358,1,168.0,16.8,100,5.1298987149230735,2.8791984572980396,4.61512051684126,1
12552,39,2,437.82,21.891,88,6.084089306213804,3.130743820209868,4.48863636973214,0
12553,8,10,3692.28,19.33130890052356,1965,8.214270231095687,3.012162008279217,7.583756300707112,0
12556,50,2,599.56,5.038319327731092,355,6.397862553264747,1.7981257162278983,5.87493073085203,0
12557,16,5,11990.960000000001,363.36242424242425,4384,9.391991704219834,5.8981490432808235,8.385944904806284,0
12558,8,1,269.96,24.54181818181818,196,5.601971208509516,3.2403170376483814,5.2832037287379885,0
12559,311,2,561.71,26.74809523809524,283,6.33276439774036,3.323167197767966,5.648974238161206,1
12560,5,3,2134.01,20.323904761904764,1110,7.666226609492505,3.0598287327108467,7.01301578963963,0
12561,303,1,238.85,14.928125,177,5.480013727948073,2.7680864145462696,5.181783550292085,1
12562,8,7,3781.7400000000002,22.510357142857146,1779,8.23820389374878,3.1574410535406843,7.484368643286131,0
12564,261,1,456.9,21.757142857142856,133,6.12665081966305,3.1248790678606895,4.897839799950911,1
12565,289,1,145.92,16.21333333333333,80,4.989888220951467,2.845684277310332,4.394449154672439,1
12566,86,1,351.65,18.507894736842104,265,5.865476063654188,2.9708192419362884,5.583496308781699,0
12567,23,10,9401.28,21.079103139013455,4305,9.148707492038316,3.094631601879832,8.367764677924308,0
12569,2,32,4124.69,21.939840425531912,1801,8.324988557507531,3.1328751555101566,7.496652438168283,0
12571,40,2,519.61,15.28264705882353,523,6.255001200981438,2.7900999431079687,6.261491684321042,0
12572,9,2,1020.42,17.006999999999998,452,6.928949094989139,2.8907605711873683,6.115892125483034,0
12573,227,1,160.54000000000002,5.733571428571429,84,5.08475279001415,1.9071056757928004,4.442651256490317,1
12574,316,1,218.45,19.85909090909091,61,5.391124416134243,3.037789868042472,4.127134385045092,1
12576,36,5,1315.83,14.952613636363635,967,7.182982612166326,2.7696226801553747,6.875232087276577,0
12577,35,3,626.6,4.291780821917809,469,6.441903020858877,1.6661548285238446,6.152732694704104,0
12578,21,2,2794.51,24.51324561403509,1196,7.935769837637909,3.2391977531487943,7.087573705557973,0
12579,78,1,440.42,15.18689655172414,285,6.0899968031722285,2.7842020601069217,5.655991810819852,0
12580,247,1,415.7,17.320833333333333,238,6.032366538428407,2.908038845838819,5.476463551931511,1
12581,40,1,197.71,13.180666666666667,161,5.291846475417725,2.6518795345733492,5.087596335232384,0
12582,239,2,511.36,23.243636363636366,300,6.239027502962935,3.188154164951489,5.707110264748875,1
12583,3,15,7281.38,29.47927125506073,5060,8.89321301083995,3.4170468215779213,8.529319371214077,0
12584,4,9,2338.15,24.355729166666666,416,7.757542894498013,3.233004707132294,6.0330862217988015,0
12585,234,2,2040.1,23.44942528735632,1279,7.621244157199997,3.196606710015021,7.154615356913663,1
12586,17,1,196.94000000000003,17.903636363636366,79,5.2879639544685455,2.9393543037514536,4.382026634673881,0
12587,8,1,144.0,36.0,51,4.976733742420574,3.6109179126442243,3.9512437185814275,0
12588,39,1,214.89999999999998,21.49,53,5.3748153375207615,3.1130707659712242,3.9889840465642745,0
12589,29,2,646.68,18.47657142857143,306,6.473396747218991,2.969212278030287,5.726847747587197,0
12590,211,2,9864.26,145.06264705882353,4283,9.196774773912752,4.984035619119783,8.36264243156764,1
12591,317,1,452.84999999999997,17.41730769230769,228,6.117766746972636,2.913290857946146,5.43372200355424,1
12592,92,2,437.6,24.311111111111114,290,6.083587835983788,3.2312434736768623,5.673323267171493,1
12593,109,3,418.09999999999997,19.909523809523808,206,6.038109554931026,3.0402047398442487,5.332718793265369,1
12594,38,10,3338.2200000000003,28.290000000000003,1777,8.113492525763553,3.377246160839642,7.48324441607385,0
12596,51,2,618.27,22.898888888888887,474,6.428541364981557,3.1738319678521223,6.163314804034641,0
12597,19,4,3811.22,18.50106796116505,2236,8.245966975595675,2.9704692313092638,7.71289096149013,0
12598,10,8,3023.08,22.902121212121212,1964,8.01436219197595,3.1739672086443322,7.583247524303362,0
12599,29,7,1032.58,16.654516129032256,956,6.940783782995926,2.8709916219830913,6.863803391452954,0
12600,29,10,2599.04,40.61,774,7.863282108506616,3.72834052299485,6.652863029353347,0
12601,190,5,577.0600000000001,20.609285714285715,245,6.359677669513258,3.0731231164919848,5.5053315359323625,1
12602,59,1,153.12,12.76,162,5.037731519757957,2.6217658325051976,5.093750200806762,0
12603,22,1,739.1999999999999,369.59999999999997,63,6.606920419952056,5.915123313851259,4.1588830833596715,0
12604,79,2,254.18,15.88625,201,5.541969178493598,2.826499681301754,5.308267697401205,0
12607,60,1,1579.51,15.63871287128713,1228,7.3655028587473295,2.8117320809161335,7.113956109566034,0
12609,78,3,1126.85,18.78083333333333,648,7.0280684444921455,2.98471345540486,6.47543271670409,0
12610,23,5,2099.54,19.80698113207547,1049,7.6499497335130995,3.035288561745453,6.956545443151569,0
12611,52,1,1193.32,18.35876923076923,846,7.085332264745334,2.96314550703675,6.741700694652055,0
12612,74,1,704.0400000000001,37.054736842105264,262,6.558254538791405,3.639025566496529,5.572154032177765,0
12613,57,5,3344.38,21.858692810457516,1644,8.115335568501695,3.129331474337005,7.405495663199472,0
12614,278,1,315.6,15.780000000000001,76,5.757639147446912,2.8201877010390604,4.343805421853684,1
12615,2,4,2291.19,21.820857142857143,1376,7.73726297143202,3.127674904765216,7.227662498728654,0
12616,95,2,713.3,22.290625,284,6.571303042160927,3.1480509190879213,5.652489180268651,1
12617,29,1,352.98,8.609268292682927,210,5.869240414362608,2.262728079883902,5.351858133476067,0
12618,22,1,177.31,16.11909090909091,96,5.183523608545955,2.8401942681991796,4.574710978503383,0
12619,16,9,3641.24,40.45822222222222,3378,8.200354155974704,3.724686226740054,8.12533508671429,0
12620,15,3,1339.41,14.558804347826088,1181,7.20073081629489,2.744626674398442,7.074963197966044,0
12621,2,20,13689.67,29.31406852248394,7440,9.524469857917655,3.4116119124306072,8.914760527397261,0
12622,232,1,180.1,16.37272727272727,69,5.199049364889368,2.8549015784478566,4.248495242049359,1
12623,276,1,305.1,16.950000000000003,191,5.723911845951367,2.887590114934288,5.2574953720277815,1
12624,106,2,641.13,16.87184210526316,355,6.464790775403018,2.883226407533071,5.87493073085203,1
12625,212,2,2683.82,31.207209302325584,1612,7.895368965589599,3.472190318867,7.385851078125209,1
12626,23,9,6620.48,22.51863945578231,3453,8.798074188898816,3.1577932750895075,8.147288258706624,0
12627,11,7,4478.53,19.47186956521739,2752,8.407273409191232,3.0190517274625024,7.920446505142607,0
12628,4,3,786.46,19.181951219512197,448,6.668812575758953,3.0047887010099936,6.1070228877422545,0
12630,10,2,1270.88,19.8575,548,7.1482513998271635,3.037713595794093,6.3080984415095305,0
12631,57,1,640.5,20.661290322580644,236,6.463809184055691,3.075526811478146,5.4680601411351315,0
12633,59,4,2163.98,21.425544554455445,1162,7.6801664025186325,3.110200691014815,7.0587581525186645,0
12635,90,2,1689.18,16.724554455445546,1172,7.432590311121191,2.874950935597076,7.067319848653476,0
12637,67,8,6002.9,15.714397905759162,2994,8.70016453705169,2.8162704980302924,8.00469951054955,0
12638,33,1,671.69,17.222820512820515,577,6.511284599453549,2.902674682969625,6.359573868672378,0
12639,239,1,486.1,22.095454545454547,201,6.188469440812497,3.1396358252413705,5.308267697401205,1
12640,24,3,1174.58,22.16188679245283,311,7.06951692181073,3.142508117108968,5.7430031878094825,0
12641,115,1,185.9,18.59,72,5.230573714461517,2.9750192319564492,4.290459441148391,1
12642,25,3,1013.26,21.558723404255318,552,6.9219145615400475,3.1161218383379605,6.315358001522335,0
12643,128,6,3344.64,139.35999999999999,1808,8.11541328460481,4.944210550715014,7.500529485395295,1
12644,130,1,477.91,15.416451612903227,325,6.171512688316606,2.798283979142555,5.786897381366708,1
12645,34,4,1775.18,24.31753424657534,1084,7.482220269767765,3.231497208907316,6.98933526597456,0
12646,5,2,1346.97,29.932666666666666,897,7.206355036031724,3.4318127991676657,6.8001700683022,0
12647,22,12,3722.82,30.76710743801653,1431,8.222505302105255,3.4584313971743756,7.266827347520591,0
12648,155,1,318.05,15.145238095238096,160,5.765347830314356,2.7816251514064283,5.081404364984463,1
12649,107,3,623.51,20.113225806451613,586,6.4369673422476765,3.0498996595868966,6.375024819828097,1
12650,3,1,314.44,15.722,254,5.753968489569372,2.8167252177278663,5.541263545158426,0
12651,335,1,114.0,12.666666666666666,78,4.74493212836325,2.614959778036198,4.3694478524670215,1
12652,331,1,919.98,19.16625,505,6.82543832049292,3.0040104149982167,6.226536669287466,1
12653,149,2,2209.85,51.391860465116274,919,7.701132335950876,3.958751244626137,6.824373670043086,1
12654,11,5,601.98,15.841578947368422,264,6.401884028681278,2.8238507661390404,5.579729825986222,0
12656,17,5,4051.17,32.152142857142856,1723,8.30700781907883,3.5011073557838284,7.452402451223638,0
12657,11,4,1643.18,34.961276595744685,1044,7.4049970586737315,3.582442709411133,6.951772164398911,0
12658,19,1,686.05,19.056944444444444,320,6.532407069777784,2.998575450116464,5.771441123130016,0
12659,30,1,91.68,18.336000000000002,105,4.529152699564175,2.961968643401182,4.663439094112067,0
12660,11,1,245.1,18.853846153846153,127,5.50573795739701,2.9883977492630316,4.852030263919617,0
12662,1,11,3849.78,16.73817391304348,2058,8.256031004164345,2.8757190354525646,7.629975707027789,0
12664,8,9,4881.88,131.94270270270272,1203,8.49349048870337,4.889918228651271,7.093404625868766,0
12665,325,1,63.0,21.0,37,4.1588830833596715,3.091042453358316,3.6375861597263857,1
12667,58,1,620.13,18.791818181818183,395,6.431540399799522,2.9852686291597847,5.981414211254481,0
12668,12,4,3807.15,23.64689440993789,1634,8.244898785891763,3.204650905125162,7.399398083331354,0
12669,151,3,2744.0299999999997,27.168613861386135,1115,7.917547282845659,3.3382083744790414,7.017506142941256,1
12670,10,5,2996.05,32.56576086956522,1397,8.005383750527514,3.5135065256743867,7.242797922793756,0
12672,330,1,225.89999999999998,22.589999999999996,78,5.424509391785796,3.1608228934195837,4.3694478524670215,1
12673,5,2,610.52,14.536190476190475,351,6.415947661051908,2.7431721717847335,5.863631175598097,0
12674,39,4,1970.6,23.742168674698792,1133,7.586600674831223,3.2085090217603325,7.033506484287697,0
12676,25,6,1331.39,29.586444444444446,670,7.194729601037682,3.420556918796767,6.508769136971682,0
12678,42,12,17628.46,106.83915151515151,10923,9.777326645314199,4.680640779135562,9.298717482593595,0
12679,59,4,1113.02,23.187916666666666,554,7.015730373647435,3.18585319717048,6.318968113746434,0
12680,1,4,862.81,16.592499999999998,443,6.761352837213469,2.8674726748585666,6.095824562432225,0
12681,15,22,13787.54,21.610564263322885,7536,9.531593091360708,3.1184172423395036,8.92757950384347,0
12682,4,31,12279.82,23.434770992366413,5555,9.415793974716065,3.1960071585630536,8.622633703874234,0
12683,4,15,8476.57,24.641191860465117,4987,9.045179131116987,3.2442001153896185,8.514790306799927,0
12684,8,7,2283.63,21.748857142857144,1985,7.733959364615189,3.1245149086563084,7.593877844605118,0
12685,28,6,2863.08,18.236178343949042,1523,7.960002460651312,2.9567927947359767,7.329093736246592,0
12686,372,1,89.14,12.734285714285715,107,4.501364017262502,2.619895313410501,4.68213122712422,1
12688,114,1,4873.8099999999995,28.501812865497072,3028,8.491836408313453,3.384451714525309,8.015987811027237,1
12689,26,2,1247.61,17.327916666666667,628,7.1297862115656185,2.9084253983636135,6.444131256700441,0
12690,206,1,389.01,24.313125,106,5.966172379820607,3.231323035919956,4.672828834461906,1
12691,28,6,1035.8,32.36875,394,6.94389432559801,3.507619833266359,5.978885764901122,0
12693,127,4,855.91,21.946410256410257,255,6.753332895580138,3.1331615084296303,5.545177444479562,1
12694,70,2,869.67,23.504594594594593,509,6.769263030204804,3.1988606344415387,6.234410725718371,0
