CustomerID,Recency,Frequency,Monetary,AvgBasket,TotalItems,LogMonetary,LogAvgBasket,LogTotalItems,Churned,Cluster,Segment,ChurnProbability,ChurnRisk,PredictedCLV_GBP,CLV_Band
12455,73,6,2466.86,27.409555555555556,2089,7.81110665732229,3.3467255517998904,7.644919344958857,0,2,High-Value,0.0398,Low,3345.4,Platinum
12456,44,3,3181.04,25.44832,1633,8.065277779528966,3.275192640219025,7.3987862754199485,0,2,High-Value,0.1756,Low,2729.89,Platinum
12457,66,7,2363.23,38.11661290322581,843,7.768207666517555,3.66654725918978,6.738152494595957,0,2,High-Value,0.0392,Low,2318.85,Platinum
12458,71,2,947.4,24.931578947368426,506,6.854776354191251,3.255461490383477,6.2285110035911835,0,1,Loyal,0.3537,Low,873.65,Gold
12461,94,2,826.88,23.62514285714286,287,6.718868216346018,3.203767988346619,5.662960480135946,1,1,Loyal,0.3858,Low,641.09,Silver
12462,19,2,1189.59,19.186935483870965,536,7.082204261557526,3.0050356369446267,6.285998094508865,0,1,Loyal,0.3194,Low,884.09,Gold
12463,53,4,1344.78,16.202168674698793,776,7.204729049594601,2.8450354616095708,6.655440350367647,0,1,Loyal,0.1583,Low,1203.59,Gold
12464,10,8,1212.05,41.79482758620689,112,7.100893128209941,3.756417244495147,4.727387818712341,0,1,Loyal,0.1291,Low,769.62,Gold
12465,17,2,742.1899999999999,15.79127659574468,479,6.610951732080795,2.8208595012988225,6.173786103901937,0,1,Loyal,0.273,Low,687.52,Gold
12468,188,2,729.5400000000001,19.19842105263158,366,6.593783986707386,3.0056044356407527,5.905361848054571,1,0,At-Risk,0.4031,Medium,679.41,Gold
12471,2,30,19788.65,43.11252723311547,8200,9.89291435274037,3.7867438063571734,9.012011377036412,0,2,High-Value,0.0015,Low,18157.08,Platinum
12472,32,7,6572.11,19.386755162241887,4148,8.790742363252102,3.014885433238884,8.330622620332868,0,2,High-Value,0.0138,Low,5685.74,Platinum
12473,29,5,3928.05,23.52125748502994,2414,8.276152945361936,3.199540393808083,7.789454566086673,0,2,High-Value,0.0207,Low,3943.39,Platinum
12474,17,18,7324.09,17.355663507109004,4833,8.899060720499207,2.909938164871264,8.483429561263428,0,2,High-Value,0.0011,Low,7468.81,Platinum
12475,54,1,723.38,20.093888888888888,535,6.585316116572351,3.0489833724132662,6.284134161070802,0,1,Loyal,0.3609,Low,838.24,Gold
12476,16,11,6816.42,29.255021459227468,2408,8.82723638014411,3.4096621693527465,7.786967002614872,0,2,High-Value,0.0038,Low,5021.37,Platinum
12477,23,6,13219.74,44.0658,3653,9.489542087633344,3.8081236439866095,8.203577736937952,0,2,High-Value,0.0225,Low,8206.18,Platinum
12478,4,1,680.99,18.91638888888889,236,6.525014994979364,2.991542955044855,5.4680601411351315,0,1,Loyal,0.3686,Low,443.67,Silver
12479,11,1,527.2,17.006451612903227,385,6.269474999863032,2.8907301166170756,5.955837369464831,0,1,Loyal,0.3942,Low,595.79,Silver
12480,28,4,3281.63,21.30928571428571,1707,8.096400209353131,3.1050029915395125,7.443078374348516,0,2,High-Value,0.175,Low,2877.8,Platinum
12481,23,10,5579.82,25.8325,3294,8.62709099798378,3.2896138393735423,8.100161446936607,0,2,High-Value,0.0029,Low,5456.13,Platinum
12483,17,8,2484.98,33.133066666666664,1110,7.818422226986002,3.53026661140678,7.01301578963963,0,2,High-Value,0.031,Low,2430.58,Platinum
12484,33,6,4527.32,13.199183673469388,2187,8.418106288764006,2.653184475170883,7.690743163541872,0,2,High-Value,0.0244,Low,3234.84,Platinum
12488,10,3,1298.66,23.612,529,7.169857970780942,3.203234128878244,6.272877006546167,0,1,Loyal,0.2397,Low,937.7,Gold
12489,336,1,334.93,22.328666666666667,105,5.816902804925467,3.1496829333785823,4.663439094112067,1,0,At-Risk,0.6377,Medium,249.67,Bronze
12490,5,10,5417.93,22.114,3064,8.597653657970227,3.1404384945532495,8.027802848370312,0,2,High-Value,0.003,Low,4839.19,Platinum
12491,39,1,460.4,17.70769230769231,260,6.134265345739653,2.9289347926304754,5.564520407322694,0,1,Loyal,0.526,Medium,423.39,Silver
12492,63,2,263.21000000000004,13.160500000000004,192,5.5767442414854775,2.650456398376628,5.262690188904886,0,1,Loyal,0.3248,Low,283.37,Bronze
12493,166,2,433.74,19.715454545454545,207,6.0747481512447195,3.030880018105644,5.337538079701318,1,0,At-Risk,0.4593,Medium,390.5,Silver
12494,16,7,1246.1,16.183116883116885,707,7.128576134926702,2.8439273251946817,6.56244409369372,0,1,Loyal,0.0493,Low,1288.23,Gold
12497,82,1,1043.1,74.50714285714285,1236,6.950910549296065,4.3242272591593585,7.1204443723924875,0,1,Loyal,0.3481,Low,1432.79,Gold
12498,21,3,403.7000000000001,17.55217391304348,159,6.00314605188182,2.9205869742648045,5.075173815233827,0,1,Loyal,0.3468,Low,373.79,Silver
12500,23,11,4257.82,69.80032786885245,2678,8.356747405587967,4.259863631604946,7.893198869544609,0,2,High-Value,0.0452,Low,4757.0,Platinum
12501,337,1,2169.39,14.5596644295302,1783,7.682662153888476,2.7446819522921255,7.486613313139955,1,0,At-Risk,0.4836,Medium,1703.71,Platinum
12502,96,5,3723.87,25.332448979591835,820,8.222787230875806,3.270801980181514,6.710523109452428,1,2,High-Value,0.4123,Medium,2486.07,Platinum
12504,18,2,482.0499999999999,53.5611111111111,90,6.180120167963518,3.999321378267563,4.51085950651685,0,1,Loyal,0.3676,Low,382.37,Silver
12506,233,1,73.5,3.1956521739130435,23,4.310799125385514,1.4340487924157903,3.1780538303479458,1,0,At-Risk,0.7895,High,73.14,Bronze
12507,134,3,1304.81,62.13380952380952,894,7.174578816863813,4.145256434671202,6.796823718274855,1,1,Loyal,0.3475,Low,1354.07,Gold
12508,26,2,397.88,5.851176470588236,271,5.988660619775247,1.9244203850583448,5.605802066295998,0,1,Loyal,0.3136,Low,439.46,Silver
12509,284,1,176.5,25.214285714285715,55,5.178970608915471,3.266304518439312,4.02535169073515,1,0,At-Risk,0.6225,Medium,163.26,Bronze
12510,143,2,982.57,29.774848484848484,353,6.8911888096735625,3.4266977487390955,5.869296913133774,1,1,Loyal,0.4291,Medium,874.69,Gold
12512,66,2,132.18,4.263870967741935,96,4.891701596682476,1.6608666815155078,4.574710978503383,0,1,Loyal,0.2448,Low,183.66,Bronze
12513,113,1,612.29,17.494,462,6.418837907265026,2.917446355155447,6.137727054086234,1,1,Loyal,0.4557,Medium,631.94,Silver
12514,267,1,1017.68,19.954509803921567,440,6.926262950537876,3.0423538883055934,6.089044875446846,1,0,At-Risk,0.3505,Low,733.28,Gold
12515,353,1,383.7,23.98125,131,5.95246380975825,3.2181255434774965,4.882801922586371,1,0,At-Risk,0.6251,Medium,286.76,Bronze
12516,78,2,1312.06,50.46384615384615,875,7.180115570136106,3.940879544710599,6.775366090936392,0,1,Loyal,0.3054,Low,1383.04,Gold
12517,28,5,2481.6,8.894623655913978,1361,7.817061677081847,2.2919915445681123,7.216709486709457,0,2,High-Value,0.0872,Low,2106.94,Platinum
12518,1,5,2056.89,16.58782258064516,1318,7.629436465014086,2.867206763744666,7.1846291527173145,0,2,High-Value,0.0764,Low,1868.33,Platinum
12519,64,1,330.84,19.461176470588235,175,5.804652925041163,3.0185292598766287,5.170483995038151,0,1,Loyal,0.4771,Medium,339.46,Silver
12520,79,5,2634.26,17.330657894736845,1439,7.876737127834484,2.9085749529007487,7.272398392570047,0,2,High-Value,0.0789,Low,2154.8,Platinum
12521,143,1,599.68,15.781052631578946,309,6.39806234681208,2.820250430393282,5.736572297479192,1,1,Loyal,0.5062,Medium,467.89,Silver
12522,39,2,192.72,16.06,194,5.266413817535028,2.836736542063533,5.272999558563747,0,1,Loyal,0.2889,Low,319.45,Silver
12523,19,11,1789.77,16.884622641509434,865,7.490400973937009,2.88394127332761,6.763884908562435,0,2,High-Value,0.0442,Low,1887.04,Platinum
12524,9,8,4485.72,31.150833333333335,3699,8.408877201532766,3.470438370513596,8.216088098632316,0,2,High-Value,0.0165,Low,5280.63,Platinum
12526,1,3,1316.66,18.54450704225352,632,7.183612715167257,2.9726942772462897,6.450470422144176,0,1,Loyal,0.2537,Low,1154.57,Gold
12527,82,3,348.71000000000004,19.37277777777778,234,5.857104239599851,3.0141995870574485,5.459585514144159,0,1,Loyal,0.3334,Low,440.14,Silver
12528,9,6,1933.48,21.01608695652174,756,7.567593835498341,3.0917734114397963,6.6293632534374485,0,2,High-Value,0.1194,Low,1641.79,Platinum
12530,60,4,1662.28,25.186060606060607,913,7.416546835435133,3.26522723124803,6.81783057145415,0,1,Loyal,0.1721,Low,1506.12,Gold
12531,15,1,125.22,7.365882352941177,45,4.838026416156094,2.1241618103991557,3.828641396489095,0,1,Loyal,0.5885,Medium,132.77,Bronze
12532,30,1,349.83000000000004,21.864375000000003,153,5.860301775655642,3.1295800223826125,5.0369526024136295,0,1,Loyal,0.5835,Medium,318.02,Silver
12534,131,1,1089.18,17.28857142857143,651,6.9940980992041535,2.906276352658544,6.480044561926653,1,1,Loyal,0.4253,Medium,1074.39,Gold
12535,92,2,716.35,21.069117647058825,219,6.575563866544399,3.0941792397258374,5.393627546352362,1,1,Loyal,0.5481,Medium,402.91,Silver
12536,43,3,12601.830000000002,48.282873563218395,2803,9.441676670894656,3.897576628467179,7.938802248154481,0,2,High-Value,0.1472,Low,4101.19,Platinum
12538,29,1,363.95,17.33095238095238,191,5.899760357897641,2.9085910180006356,5.2574953720277815,0,1,Loyal,0.4867,Medium,367.89,Silver
12539,22,4,5568.35,20.396886446886448,2067,8.625033629522884,3.0632454183065057,7.63433723562832,0,2,High-Value,0.0733,Low,3905.71,Platinum
12540,20,17,13400.24,28.03397489539749,6685,9.503102518971122,3.3684666923766557,8.807771066980044,0,2,High-Value,0.001,Low,11140.45,Platinum
12541,30,3,981.18,18.868846153846153,680,6.889774590946187,2.989152985116472,6.523562306149512,0,1,Loyal,0.2199,Low,1152.82,Gold
12544,36,1,372.7,19.61578947368421,136,5.923453336491439,3.026057261505345,4.919980925828125,0,1,Loyal,0.6035,Medium,285.45,Bronze
12545,75,2,1000.39,20.0078,523,6.9091443138264115,3.044893797332336,6.261491684321042,0,1,Loyal,0.3161,Low,885.58,Gold
12546,47,2,1161.5,16.833333333333332,633,7.058328137461511,2.8810693652338513,6.452048954437226,0,1,Loyal,0.3162,Low,1103.55,Gold
12547,198,2,207.8,25.975,134,5.341376856008484,3.2949105111441983,4.90527477843843,1,0,At-Risk,0.5796,Medium,286.18,Bronze
12548,166,1,95.2,19.04,49,4.566429357671661,2.997730276216664,3.912023005428146,1,0,At-Risk,0.5815,Medium,130.61,Bronze
12550,79,1,964.83,16.92684210526316,569,6.872987835288763,2.8862991485841767,6.345636360828596,0,1,Loyal,0.4131,Medium,864.21,Gold
12551,358,1,168.0,16.8,100,5.1298987149230735,2.8791984572980396,4.61512051684126,1,0,At-Risk,0.6663,Medium,202.86,Bronze
12552,39,2,437.82,21.891,88,6.084089306213804,3.130743820209868,4.48863636973214,0,1,Loyal,0.405,Medium,298.14,Bronze
12553,8,10,3692.28,19.33130890052356,1965,8.214270231095687,3.012162008279217,7.583756300707112,0,2,High-Value,0.028,Low,3325.41,Platinum
12556,50,2,599.56,5.038319327731092,355,6.397862553264747,1.7981257162278983,5.87493073085203,0,1,Loyal,0.3413,Low,550.07,Silver
12557,16,5,11990.96,363.36242424242425,4384,9.391991704219834,5.8981490432808235,8.385944904806284,0,2,High-Value,0.1127,Low,8501.51,Platinum
12558,8,1,269.96,24.54181818181818,196,5.601971208509516,3.2403170376483814,5.2832037287379885,0,1,Loyal,0.4418,Medium,337.33,Silver
12559,311,2,561.71,26.74809523809524,283,6.33276439774036,3.323167197767966,5.648974238161206,1,0,At-Risk,0.5338,Medium,561.07,Silver
12560,5,3,2134.01,20.323904761904764,1110,7.666226609492505,3.0598287327108467,7.01301578963963,0,1,Loyal,0.2049,Low,1683.7,Platinum
12561,303,1,238.85,14.928125,177,5.480013727948073,2.7680864145462696,5.181783550292085,1,0,At-Risk,0.46,Medium,257.45,Bronze
12562,8,7,3781.74,22.510357142857146,1779,8.23820389374878,3.1574410535406843,7.484368643286131,0,2,High-Value,0.0303,Low,3078.28,Platinum
12564,261,1,456.9,21.757142857142856,133,6.12665081966305,3.1248790678606895,4.897839799950911,1,0,At-Risk,0.5946,Medium,285.93,Bronze
12565,289,1,145.92,16.21333333333333,80,4.989888220951467,2.845684277310332,4.394449154672439,1,0,At-Risk,0.6629,Medium,209.98,Bronze
12566,86,1,351.65,18.507894736842104,265,5.865476063654188,2.9708192419362884,5.583496308781699,0,1,Loyal,0.4956,Medium,455.21,Silver
12567,23,10,9401.28,21.079103139013455,4305,9.148707492038316,3.094631601879832,8.367764677924308,0,2,High-Value,0.0044,Low,6523.07,Platinum
12569,2,32,4124.69,21.939840425531912,1801,8.324988557507531,3.1328751555101566,7.496652438168283,0,2,High-Value,0.0228,Low,4565.12,Platinum
12571,40,2,519.61,15.28264705882353,523,6.255001200981438,2.7900999431079687,6.261491684321042,0,1,Loyal,0.3193,Low,663.37,Gold
12572,9,2,1020.42,17.006999999999998,452,6.928949094989139,2.8907605711873683,6.115892125483034,0,1,Loyal,0.3544,Low,684.44,Gold
12573,227,1,160.54000000000002,5.733571428571429,84,5.08475279001415,1.9071056757928004,4.442651256490317,1,0,At-Risk,0.5494,Medium,148.03,Bronze
12574,316,1,218.45,19.85909090909091,61,5.391124416134243,3.037789868042472,4.127134385045092,1,0,At-Risk,0.5877,Medium,153.74,Bronze
12576,36,5,1315.83,14.952613636363637,967,7.182982612166326,2.7696226801553747,6.875232087276577,0,1,Loyal,0.0823,Low,1439.37,Gold
12577,35,3,626.6,4.291780821917809,469,6.441903020858877,1.6661548285238446,6.152732694704104,0,1,Loyal,0.1928,Low,696.87,Gold
12578,21,2,2794.51,24.51324561403509,1196,7.935769837637909,3.2391977531487943,7.087573705557973,0,1,Loyal,0.2511,Low,1951.04,Platinum
12579,78,1,440.42,15.18689655172414,285,6.0899968031722285,2.7842020601069217,5.655991810819852,0,1,Loyal,0.4896,Medium,372.82,Silver
12580,247,1,415.7,17.320833333333333,238,6.032366538428407,2.908038845838819,5.476463551931511,1,0,At-Risk,0.5249,Medium,414.41,Silver
12581,40,1,197.71,13.180666666666667,161,5.291846475417725,2.6518795345733492,5.087596335232384,0,1,Loyal,0.3849,Low,200.1,Bronze
12582,239,2,511.36,23.24363636363637,300,6.239027502962935,3.188154164951489,5.707110264748875,1,0,At-Risk,0.4613,Medium,598.93,Silver
